area_position,region,province,istat,district,year,mounth,interruption_duration,interruption_duration_range,interruption_number,interruption_number_range,dur_number,client_number,altitude,altitude_range,coastal_region,mountain_region,urbanization,opex,opex_generated,capex,capex_generated,sales,ebitda,population_number,coordX,coordY,start_x,start_y
Nord,Triveneto,Padova,28001,ABANOTERME,2017,12,462059.8273,0,38037.54303,1,0-1,9649,14,5,0,NM,2,#N/A,1253.335989,#N/A,4878.61901,#N/A,#N/A,19349,718838,5026824,0,0
Nord,Lombardia,Lodi-Cremona,98001,ABBADIACERRETO,2017,12,395.1182759,0,138.9976664,0,0-0,130,64,5,0,NM,3,#N/A,58.8855399,#N/A,2272.416992,#N/A,#N/A,297,546435,5018083,0,0
Nord,Lombardia,Como-Lecco,97001,ABBADIALARIANA,2017,12,38858.17933,0,2749.881718,0,0-0,2043,204,1,0,T,2,#N/A,137.7243216,#N/A,3064.95962,#N/A,#N/A,3249,527844,5082938,0,0
Centro,Toscana e Umbria,Siena-Grosseto,52001,ABBADIASANSALVATOR,2017,12,33262.8403,0,12302.48149,0,0-0,4090,822,1,0,T,2,#N/A,2199.046175,#N/A,7036.535371,#N/A,#N/A,6557,719243,4751622,0,0
Centro,Sardegna,Nuoro-Oristano,95001,ABBASANTA,2017,12,91158.17644,0,9352.939132,0,0-0,1514,315,3,0,T,3,#N/A,624.2949903,#N/A,4386.024901,#N/A,#N/A,2828,480495,4443530,0,0
Centro,Lazio. Abruzzo e Molise,Pescara-Chieti,68001,ABBATEGGIO,2017,12,120857.8497,0,3048.890053,0,0-0,280,450,3,0,T,3,#N/A,1246.324881,#N/A,4790.306475,#N/A,#N/A,441,914737,4684851,0,0
Nord,Lombardia,Milano,15002,ABBIATEGRASSO,2017,12,270417.1187,0,27196.76456,1,0-1,14173,120,5,0,NM,2,#N/A,2858.759643,#N/A,7038.588577,#N/A,#N/A,30994,491878,5025577,0,0
Centro,Toscana e Umbria,Pistoia-Prato,47001,ABETONE,2017,12,63284.24733,0,3018.59569,0,0-0,2590,1388,1,0,T,3,#N/A,3395.769399,#N/A,16264.23606,#N/A,#N/A,687,633474,4888269,0,0
Sud,Puglia e Basilicata,Basilicata,76001,ABRIOLA,2017,12,47094.90675,0,1241.920389,0,0-0,961,957,1,0,T,3,#N/A,2310.158814,#N/A,5312.50574,#N/A,#N/A,1571,1075734,4507756,0,0
Sud,Sicilia,Siracusa-Ragusa,88001,ACATE,2017,12,343834.4846,0,12008.15097,0,0-0,4790,199,5,1,NM,3,#N/A,6273.438924,#N/A,26714.73407,#N/A,#N/A,9574,984400,4110217,0,0
Sud,Puglia e Basilicata,Foggia-Barletta,71001,ACCADIA,2017,12,110536.6968,0,26521.52697,1,0-1,1511,650,1,0,T,3,#N/A,29482.00476,#N/A,50046.84766,#N/A,#N/A,2418,1031023,4578416,0,0
Centro,Sardegna,Sassari-Olbia,4001,ACCEGLIO,2017,12,49036.94083,0,3043.246985,0,0-0,867,1200,1,0,T,3,#N/A,6014.443185,#N/A,13574.10426,#N/A,#N/A,174,337104,4928257,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4001,ACCEGLIO,2017,12,24500.61314,0,1927.256106,0,0-0,614,1200,1,0,T,3,#N/A,6014.443185,#N/A,13574.10426,#N/A,#N/A,174,337104,4928257,0,0
Sud,Puglia e Basilicata,Basilicata,77001,ACCETTURA,2017,12,77721.03903,0,6997.106888,0,0-0,1517,770,1,0,T,3,#N/A,787.3508151,#N/A,3525.56107,#N/A,#N/A,1980,1106382,4507122,0,0
Centro,Lazio. Abruzzo e Molise,L'Aquila-Teramo,66001,ACCIANO,2017,12,25158.52544,0,1354.336237,0,0-0,387,600,1,0,T,3,#N/A,31.41226556,#N/A,68.77881545,#N/A,#N/A,351,888719,4682144,0,0
Centro,Lazio. Abruzzo e Molise,Roma Esterna-Rieti,57001,ACCUMOLI,2017,12,38473.4941,0,3396.384219,0,0-0,781,855,1,0,T,3,#N/A,5411.526864,#N/A,25020.51672,#N/A,#N/A,653,847747,4735926,0,0
Sud,Puglia e Basilicata,Basilicata,76002,ACERENZA,2017,12,60255.00722,0,1738.658845,0,0-0,1600,833,3,0,T,3,#N/A,1015.780996,#N/A,6122.412133,#N/A,#N/A,2553,1086365,4540285,0,0
Centro,Campania,Salerno-Sala Consilina,65001,ACERNO,2017,12,172943.1306,0,11732.82866,0,0-0,1415,727,1,0,T,3,#N/A,2302.874636,#N/A,17251.27573,#N/A,#N/A,2872,1012300,4527977,0,0
Centro,Campania,Torre Annunziata,63001,ACERRA,2017,12,1016748.814,0,93567.11078,2,0-2,19934,28,5,0,NM,1,#N/A,15650.53207,#N/A,52431.88652,#N/A,#N/A,56465,953504,4549126,0,0
Sud,Sicilia,Catania,87001,ACIBONACCORSI,2017,12,101790.2643,0,13418.91788,0,0-0,1301,365,4,0,NM,2,#N/A,6702.502508,#N/A,96764.82243,#N/A,#N/A,3200,1039565,4178701,0,0
Sud,Sicilia,Catania,87002,ACICASTELLO,2017,12,581992.2272,0,48815.80225,1,0-1,10262,15,5,1,NM,2,#N/A,74645.59616,#N/A,133484.5468,#N/A,#N/A,18122,1042562,4174461,0,0
Sud,Sicilia,Catania,87003,ACICATENA,2017,12,1215496.7,0,52379.25097,1,0-1,11059,170,4,0,NM,2,#N/A,40921.6224,#N/A,133797.5755,#N/A,#N/A,28749,1042682,4177665,0,0
Sud,Sicilia,Catania,87004,ACIREALE,2017,12,826254.0426,0,34564.13589,1,0-1,20853,161,4,1,NM,1,#N/A,53940.99099,#N/A,188396.9517,#N/A,#N/A,51456,1043915,4183316,0,0
Sud,Sicilia,Catania,87004,ACIREALE,2017,12,240748.5554,0,28994.97262,1,0-1,4735,161,4,1,NM,1,#N/A,53940.99099,#N/A,188396.9517,#N/A,#N/A,51456,1043915,4183316,0,0
Sud,Sicilia,Catania,87005,ACISANT'ANTONIO,2017,12,448218.337,0,52666.30492,1,0-1,7244,302,4,0,NM,2,#N/A,23212.27585,#N/A,57847.91949,#N/A,#N/A,17270,1040202,4181964,0,0
Nord,Emilia Romagna e Marche,Ancona-Macerata,43001,ACQUACANINA,2017,12,5611.070598,0,3652.252787,0,0-0,223,734,1,0,T,3,#N/A,1878.041516,#N/A,7330.033484,#N/A,#N/A,122,841104,4770656,0,0
Centro,Lazio. Abruzzo e Molise,Frosinone,60001,ACQUAFONDATA,2017,12,99880.62685,0,6963.990991,0,0-0,352,926,1,0,T,3,#N/A,269.5576853,#N/A,899.0160917,#N/A,#N/A,282,915018,4612073,0,0
Sud,Calabria,Cosenza-Castrovillari,78001,ACQUAFORMOSA,2017,12,55647.09802,0,7990.880803,0,0-0,577,756,1,0,T,3,#N/A,4522.680873,#N/A,14272.33041,#N/A,#N/A,1161,1107740,4421529,0,0
Nord,Lombardia,Brescia-Breno,17001,ACQUAFREDDA,2017,12,12949.43379,0,503.5695373,0,0-0,653,55,5,0,NM,3,#N/A,3685.739529,#N/A,7476.420502,#N/A,#N/A,1579,610498,5018154,0,0
Nord,Emilia Romagna e Marche,Pesaro,41001,ACQUALAGNA,2017,12,50599.62605,0,10849.24307,0,0-0,2069,204,3,0,T,3,#N/A,3411.80694,#N/A,8452.270958,#N/A,#N/A,4496,793088,4837685,0,0
Nord,Lombardia,Lodi-Cremona,19001,ACQUANEGRACREMONESE,2017,12,15367.8806,0,361.750337,0,0-0,544,45,5,0,NM,3,#N/A,662.0193537,#N/A,2045.501351,#N/A,#N/A,1302,570100,5002918,0,0
Nord,Lombardia,Mantova,20001,ACQUANEGRASULCHIES,2017,12,159256.7861,0,7304.505574,0,0-0,1343,31,5,0,NM,3,#N/A,623.6986764,#N/A,5794.142566,#N/A,#N/A,2996,614423,5001600,0,0
Centro,Lazio. Abruzzo e Molise,Viterbo,56001,ACQUAPENDENTE,2017,12,83486.19566,0,6484.181739,0,0-0,3479,420,3,0,T,3,#N/A,230.0786463,#N/A,3947.183415,#N/A,#N/A,5655,736285,4738653,0,0
Sud,Calabria,Cosenza-Castrovillari,78002,ACQUAPPESA,2017,12,32762.19315,0,4746.116901,0,0-0,2154,80,2,1,T,3,#N/A,7621.966155,#N/A,22837.37633,#N/A,#N/A,1910,1101611,4395204,0,0
Sud,Puglia e Basilicata,Lecce-Maglie,75001,ACQUARICADELCAPO,2017,12,69215.87845,0,13884.91647,0,0-0,2135,110,5,0,NM,2,#N/A,148.081258,#N/A,395.8769997,#N/A,#N/A,4898,1290075,4459248,0,0
Nord,Emilia Romagna e Marche,Ascoli Piceno,44001,ACQUASANTATERME,2017,12,147816.699,0,17390.00399,0,0-0,2228,392,1,0,T,3,#N/A,4219.456515,#N/A,18196.38753,#N/A,#N/A,3050,860736,4743788,0,0
Centro,Toscana e Umbria,Umbria,55001,ACQUASPARTA,2017,12,80492.14025,0,4931.298621,0,0-0,2386,320,3,0,T,3,#N/A,5421.025058,#N/A,21997.79215,#N/A,#N/A,4929,791426,4732729,0,0
Centro,Lazio. Abruzzo e Molise,Molise,70001,ACQUAVIVACOLLECROCE,2017,12,45139.46237,0,3776.994282,0,0-0,437,425,3,0,P,3,#N/A,30.89624517,#N/A,88.15896891,#N/A,#N/A,674,978629,4650814,0,0
Sud,Puglia e Basilicata,Bari,72001,ACQUAVIVADELLEFONT,2017,12,382673.3369,0,28934.60665,1,0-1,9145,300,3,0,P,2,#N/A,419.5991986,#N/A,1065.586588,#N/A,#N/A,21038,1161044,4555459,0,0
Centro,Lazio. Abruzzo e Molise,Molise,94001,ACQUAVIVAD'ISERNIA,2017,12,6277.838997,0,452.6334266,0,0-0,203,730,1,0,T,3,#N/A,29.20785279,#N/A,50.25030278,#N/A,#N/A,455,928001,4627204,0,0
Nord,Emilia Romagna e Marche,Ascoli Piceno,44002,ACQUAVIVAPICENA,2017,12,50665.63048,0,3931.733138,0,0-0,1820,359,4,0,NM,3,#N/A,3750.134317,#N/A,14049.91591,#N/A,#N/A,3848,892021,4765607,0,0
Sud,Sicilia,Caltanissetta-Enna,85001,ACQUAVIVAPLATANI,2017,12,55810.242,0,7636.258551,0,0-0,748,558,3,0,NM,3,#N/A,20100.25562,#N/A,113923.7922,#N/A,#N/A,1041,915024,4168284,0,0
Sud,Sicilia,Messina,83107,ACQUEDOLCI,2017,12,93272.87923,0,17686.41354,0,0-0,3295,15,2,1,NM,3,#N/A,10594.00131,#N/A,25261.82442,#N/A,#N/A,5744,990146,4226295,0,0
Centro,Sardegna,Cagliari,6001,ACQUITERME,2017,12,742579.9134,0,39363.51543,1,0-1,4708,156,3,0,NM,2,#N/A,3322.760385,#N/A,8386.859446,#N/A,#N/A,20054,457600,4947846,0,0
Nord,Piemonte e Liguria,Alessandria-Asti,6001,ACQUITERME,2017,12,116847.4118,0,14244.58778,0,0-1,11654,156,3,0,NM,2,#N/A,3322.760385,#N/A,8386.859446,#N/A,#N/A,20054,457600,4947846,0,0
Sud,Calabria,Cosenza-Castrovillari,78003,ACRI,2017,12,304804.1033,0,8406.537286,0,0-0,9716,720,1,0,T,3,#N/A,2995.759707,#N/A,7565.135358,#N/A,#N/A,21458,1139171,4398247,0,0
Centro,Lazio. Abruzzo e Molise,Frosinone,60002,ACUTO,2017,12,16559.40442,0,4163.989922,0,0-0,1273,724,1,0,T,3,#N/A,925.9182683,#N/A,4611.303371,#N/A,#N/A,1910,847048,4635361,0,0
Sud,Puglia e Basilicata,Bari,72002,ADELFIA,2017,12,834286.2092,0,58870.63505,1,0-1,6980,154,5,0,NM,2,#N/A,223.443777,#N/A,896.1977969,#N/A,#N/A,17101,1162420,4567911,0,0
Sud,Sicilia,Catania,87006,ADRANO,2017,12,1041496.843,0,72135.92784,1,0-1,14151,560,1,0,P,2,#N/A,74894.25102,#N/A,146581.4891,#N/A,#N/A,35549,1016650,4188296,0,0
Nord,Lombardia,Bergamo,16001,ADRARASANMARTINO,2017,12,43511.94597,0,2620.907922,0,0-0,1044,355,1,0,T,2,#N/A,64.88093854,#N/A,2793.848587,#N/A,#N/A,2161,574388,5062585,0,0
Nord,Lombardia,Bergamo,16002,ADRARASANROCCO,2017,12,2997.360681,0,1008.624092,0,0-0,436,431,1,0,T,3,#N/A,415.0639683,#N/A,914.8365537,#N/A,#N/A,836,575792,5064199,0,0
Nord,Triveneto,Rovigo,29001,ADRIA,2017,12,91198.63443,0,17660.72273,0,0-0,9317,4,5,0,NM,2,#N/A,1555.588712,#N/A,4759.669564,#N/A,#N/A,20233,739840,4993981,0,0
Nord,Lombardia,Brescia-Breno,17002,ADRO,2017,12,41139.5206,0,2580.960943,0,0-0,3094,271,3,0,NM,2,#N/A,2087.765356,#N/A,8539.967574,#N/A,#N/A,7114,575336,5052447,0,0
Nord,Triveneto,Verona,23001,AFFI,2017,12,297286.36,0,8549.247497,0,0-0,1391,191,3,0,NM,2,#N/A,2810.849992,#N/A,10730.38196,#N/A,#N/A,2297,638764,5046583,0,0
Centro,Lazio. Abruzzo e Molise,Roma Esterna-Rieti,58001,AFFILE,2017,12,49766.29486,0,2722.780143,0,0-0,1079,684,1,0,T,3,#N/A,14432.89966,#N/A,35563.33723,#N/A,#N/A,1552,838812,4646190,0,0
Centro,Campania,Torre Annunziata,63002,AFRAGOLA,2017,12,655534.9914,0,16705.60878,0,0-0,19891,43,5,0,NM,1,#N/A,11518.55346,#N/A,30147.37202,#N/A,#N/A,63820,948618,4544418,0,0
Sud,Calabria,Reggio Calabria,80001,AFRICO,2017,12,102913.3867,0,6416.019422,0,0-0,1113,15,2,1,T,3,#N/A,1371.431253,#N/A,31513.32785,#N/A,#N/A,3210,1112564,4237159,0,0
Nord,Emilia Romagna e Marche,Piacenza-Parma,33001,AGAZZANO,2017,12,48126.81894,0,17330.75178,0,0-0,1181,187,3,0,NM,3,#N/A,483.4381083,#N/A,2000.071299,#N/A,#N/A,2070,539646,4979651,0,0
Centro,Campania,Torre Annunziata,63003,AGEROLA,2017,12,254937.288,0,23013.1724,0,0-0,3550,630,4,0,T,2,#N/A,5045.930244,#N/A,50034.81998,#N/A,#N/A,7373,968964,4513920,0,0
Sud,Sicilia,Caltanissetta-Enna,86001,AGIRA,2017,12,266444.5401,0,12413.11532,0,0-0,4153,650,3,0,P,3,#N/A,3396.50889,#N/A,21537.16266,#N/A,#N/A,8484,989900,4176381,0,0
Centro,Toscana e Umbria,Pistoia-Prato,47002,AGLIANA,2017,12,213977.1223,0,13731.06862,0,0-0,7329,46,3,0,NM,2,#N/A,1369.987207,#N/A,10275.13556,#N/A,#N/A,16792,660765,4862447,0,0
Centro,Sardegna,Nuoro-Oristano,5001,AGLIANO,2017,12,56652.58067,0,1878.102017,0,0-0,1091,263,3,0,NM,3,#N/A,1256.018844,#N/A,3438.106445,#N/A,#N/A,1673,440512,4959805,0,0
Nord,Piemonte e Liguria,Alessandria-Asti,5001,AGLIANO,2017,12,5714.732376,0,3139.921645,0,0-0,976,263,3,0,NM,3,#N/A,1256.018844,#N/A,3438.106445,#N/A,#N/A,1673,440512,4959805,0,0
Nord,Piemonte e Liguria,Ivrea,1001,AGLIE',2017,12,48826.55171,0,4079.343907,0,0-0,1390,315,3,0,NM,2,#N/A,14076.31061,#N/A,25106.56027,#N/A,#N/A,2644,404227,5024526,0,0
Sud,Calabria,Catanzaro-Crotone-Vibo Valentia,1001,AGLIE',2017,12,51208.08548,0,4372.189418,0,0-0,1152,315,3,0,NM,2,#N/A,14076.31061,#N/A,25106.56027,#N/A,#N/A,2644,404227,5024526,0,0
Nord,Triveneto,Padova,28002,AGNA,2017,12,36143.64613,0,6096.889096,0,0-0,1442,3,5,0,NM,3,#N/A,692.84391,#N/A,3762.991645,#N/A,#N/A,3400,733061,5006889,0,0
Nord,Lombardia,Lodi-Cremona,19002,AGNADELLO,2017,12,40654.94563,0,2252.772008,0,0-0,1598,94,5,0,NM,3,#N/A,68.7610582,#N/A,7478.27958,#N/A,#N/A,3757,543832,5032500,0,0
Sud,Calabria,Reggio Calabria,80002,AGNANACALABRA,2017,12,29430.18041,0,3555.429626,0,0-0,346,210,2,0,NM,3,#N/A,30031.14886,#N/A,70041.91167,#N/A,#N/A,569,1132616,4264828,0,0
Centro,Lazio. Abruzzo e Molise,Molise,94002,AGNONE,2017,12,51230.74297,0,6343.550553,0,0-0,3245,830,1,0,T,3,#N/A,33.42140522,#N/A,93.31455614,#N/A,#N/A,5240,945451,4641767,0,0
Nord,Triveneto,Belluno,25001,AGORDO,2017,12,8085.025719,0,1242.959902,0,0-0,2689,611,1,0,T,2,#N/A,491.5814139,#N/A,2194.339923,#N/A,#N/A,4249,734767,5132408,0,0
Centro,Lazio. Abruzzo e Molise,Roma Esterna-Rieti,58002,AGOSTA,2017,12,66331.67903,0,11146.24663,0,0-0,1259,382,1,0,P,3,#N/A,13989.90489,#N/A,30867.51385,#N/A,#N/A,1760,834804,4655601,0,0
Nord,Lombardia,Varese,12001,AGRA,2017,12,5984.565863,0,2032.69237,0,0-0,476,655,1,0,T,3,#N/A,1325.71547,#N/A,4404.365833,#N/A,#N/A,379,481871,5098293,0,0
Nord,Piemonte e Liguria,Novara-Verbania,3001,AGRATECONTURBIA,2017,12,53307.01886,0,4729.039196,0,0-0,880,337,3,0,NM,3,#N/A,6068.61816,#N/A,10554.29023,#N/A,#N/A,1554,466553,5057257,0,0
Nord,Piemonte e Liguria,Novara-Verbania,3001,AGRATECONTURBIA,2017,12,12747.77461,0,461.5435334,0,0-0,617,337,3,0,NM,3,#N/A,6068.61816,#N/A,10554.29023,#N/A,#N/A,1554,466553,5057257,0,0
Sud,Sicilia,Agrigento,84001,AGRIGENTO,2017,12,1695222.743,1,22860.59358,0,1-0,30394,230,4,1,NM,2,#N/A,1726.332405,#N/A,87247.85248,#N/A,#N/A,58323,904760,4140625,0,0
Centro,Campania,Salerno-Sala Consilina,65002,AGROPOLI,2017,12,341384.9153,0,18457.50904,0,0-0,11878,24,4,1,NM,2,#N/A,51931.1995,#N/A,102658.9704,#N/A,#N/A,20610,1010436,4484249,0,0
Nord,Emilia Romagna e Marche,Ancona-Macerata,42001,AGUGLIANO,2017,12,121066.1194,0,10886.36852,0,0-0,2108,203,4,0,NM,3,#N/A,4170.058014,#N/A,9334.957039,#N/A,#N/A,4870,852666,4831838,0,0
Nord,Triveneto,Vicenza,24001,AGUGLIARO,2017,12,20856.47967,0,1199.894386,0,0-0,633,13,5,0,NM,3,#N/A,870.0927453,#N/A,2194.665673,#N/A,#N/A,1422,702272,5022473,0,0
Centro,Sardegna,Nuoro-Oristano,95002,AIDOMAGGIORE,2017,12,2932.36549,0,467.7806082,0,0-0,327,250,3,0,NM,3,#N/A,3383.868151,#N/A,6710.804259,#N/A,#N/A,472,487056,4447802,0,0
Sud,Sicilia,Caltanissetta-Enna,86002,AIDONE,2017,12,158354.6246,0,5388.015847,0,0-0,2690,800,3,0,P,3,#N/A,3933.02073,#N/A,32369.33883,#N/A,#N/A,4929,986701,4155966,0,0
Centro,Lazio. Abruzzo e Molise,L'Aquila-Teramo,66002,AIELLI,2017,12,21856.36103,0,6127.628964,0,0-0,959,1021,1,0,T,3,#N/A,113.6399321,#N/A,311.651013,#N/A,#N/A,1458,879148,4668494,0,0
Sud,Calabria,Cosenza-Castrovillari,78004,AIELLOCALABRO,2017,12,15865.87849,0,3070.422811,0,0-0,813,502,4,0,T,3,#N/A,13515.76409,#N/A,36564.6447,#N/A,#N/A,1907,1120642,4354165,0,0
Nord,Triveneto,Udine-Monfalcone,30001,AIELLODELFRIULI,2017,12,43788.06199,0,3633.541563,0,0-0,1164,18,5,0,NM,3,#N/A,38.03997938,#N/A,613.8363252,#N/A,#N/A,2272,837968,5089225,0,0
Centro,Campania,Avellino,64001,AIELLODELSABATO,2017,12,298202.4616,0,10482.29517,0,0-0,1632,425,3,0,NM,2,#N/A,20144.95954,#N/A,89739.51455,#N/A,#N/A,3971,989973,4541947,0,0
Sud,Calabria,Cosenza-Castrovillari,78005,AIETA,2017,12,4743.071944,0,2175.551083,0,0-0,483,524,2,0,T,3,#N/A,10871.87435,#N/A,28116.22827,#N/A,#N/A,839,1085423,4441110,0,0
Centro,Campania,Caserta,61001,AILANO,2017,12,42190.82285,0,5804.786094,0,0-0,583,260,3,0,P,3,#N/A,10496.19134,#N/A,18642.02518,#N/A,#N/A,1380,934174,4594610,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,96001,AILOCHE,2017,12,46443.35268,0,514.1131637,0,0-0,221,569,1,0,T,3,#N/A,503.1989525,#N/A,6202.061033,#N/A,#N/A,330,437832,5063138,0,0
Nord,Piemonte e Liguria,Rivoli,1002,AIRASCA,2017,12,7663.023757,0,2273.413756,0,0-0,1583,257,5,0,NM,3,#N/A,8362.928052,#N/A,19720.5258,#N/A,#N/A,3819,380397,4975576,0,0
Sud,Calabria,Catanzaro-Crotone-Vibo Valentia,1002,AIRASCA,2017,12,40520.61551,0,2900.239771,0,0-0,1130,257,5,0,NM,3,#N/A,8362.928052,#N/A,19720.5258,#N/A,#N/A,3819,380397,4975576,0,0
Centro,Campania,Benevento,62001,AIROLA,2017,12,68436.90756,0,9172.509469,0,0-0,3345,270,1,0,NM,2,#N/A,8446.850071,#N/A,29919.05483,#N/A,#N/A,8062,967691,4560279,0,0
Nord,Lombardia,Monza,8001,AIROLE,2017,12,75575.70575,0,6418.989457,0,0-0,6868,149,1,0,T,3,#N/A,1835.113965,#N/A,4239.516037,#N/A,#N/A,461,384573,4859000,0,0
Nord,Piemonte e Liguria,Savona-Imperia,8001,AIROLE,2017,12,1018.754191,0,981.8937719,0,0-0,444,149,1,0,T,3,#N/A,1835.113965,#N/A,4239.516037,#N/A,#N/A,461,384573,4859000,0,0
Nord,Lombardia,Como-Lecco,97002,AIRUNO,2017,12,13395.79634,0,350.9097071,0,0-0,1284,222,3,0,NM,2,#N/A,30.83036513,#N/A,70.73637479,#N/A,#N/A,2979,532858,5067113,0,0
Centro,Sardegna,Sassari-Olbia,4002,AISONE,2017,12,242423.6449,0,14091.92795,0,0-0,2547,834,1,0,T,3,#N/A,7206.090307,#N/A,16080.62587,#N/A,#N/A,254,358195,4905513,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4002,AISONE,2017,12,1411.336746,0,299.3795893,0,0-0,332,834,1,0,T,3,#N/A,7206.090307,#N/A,16080.62587,#N/A,#N/A,254,358195,4905513,0,0
Nord,Piemonte e Liguria,Ivrea,1003,ALADISTURA,2017,12,31146.83811,0,13791.80585,0,0-0,1212,1080,1,0,T,3,#N/A,11061.12065,#N/A,26200.42804,#N/A,#N/A,462,365406,5018667,0,0
Sud,Calabria,Catanzaro-Crotone-Vibo Valentia,1003,ALADISTURA,2017,12,15849.3143,0,3509.691078,0,0-0,466,1080,1,0,T,3,#N/A,11061.12065,#N/A,26200.42804,#N/A,#N/A,462,365406,5018667,0,0
Nord,Lombardia,Pavia,18001,ALAGNA,2017,12,11040.9444,0,229.4352507,0,0-0,383,92,5,0,NM,3,#N/A,127.4049839,#N/A,337.4269663,#N/A,#N/A,882,491606,5001574,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,2002,ALAGNAVALSESIA,2017,12,25241.25806,0,5175.881054,0,0-0,1066,1191,1,0,T,3,#N/A,10286.28121,#N/A,24199.01941,#N/A,#N/A,420,415485,5080975,0,0
Sud,Calabria,Catanzaro-Crotone-Vibo Valentia,2002,ALAGNAVALSESIA,2017,12,4335.956303,0,1052.283616,0,0-0,735,1191,1,0,T,3,#N/A,10286.28121,#N/A,24199.01941,#N/A,#N/A,420,415485,5080975,0,0
Centro,Lazio. Abruzzo e Molise,Pescara-Chieti,68002,ALANNO,2017,12,120830.6885,0,8849.369595,0,0-0,1578,307,3,0,NM,3,#N/A,5594.763075,#N/A,12731.64843,#N/A,#N/A,3608,911125,4694344,0,0
Nord,Triveneto,Belluno,25002,ALANODIPIAVE,2017,12,5681.440003,0,1590.454068,0,0-0,1372,308,1,0,T,3,#N/A,3.029555797,#N/A,11.25495166,#N/A,#N/A,2926,723925,5088070,0,0
Nord,Emilia Romagna e Marche,Ascoli Piceno,9001,ALASSIO,2017,12,21172.10752,0,4506.435028,0,0-0,1935,6,4,1,P,2,#N/A,12171.89398,#N/A,31226.92093,#N/A,#N/A,11026,432817,4874398,0,0
Nord,Piemonte e Liguria,Savona-Imperia,9001,ALASSIO,2017,12,189658.2737,0,7819.286995,0,0-0,12741,6,4,1,P,2,#N/A,12171.89398,#N/A,31226.92093,#N/A,#N/A,11026,432817,4874398,0,0
Centro,Lazio. Abruzzo e Molise,Frosinone,60003,ALATRI,2017,12,290810.1671,0,34817.72743,1,0-1,11427,502,1,0,T,3,#N/A,1859.03356,#N/A,3238.500506,#N/A,#N/A,28609,862780,4628944,0,0
Centro,Sardegna,Sassari-Olbia,4003,ALBA,2017,12,121332.408,0,4680.627616,0,0-0,1006,172,3,0,NM,2,#N/A,1376.65841,#N/A,4380.341599,#N/A,#N/A,30804,423243,4948945,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4003,ALBA,2017,12,208166.4615,0,10334.6844,0,0-0,17336,172,3,0,NM,2,#N/A,1376.65841,#N/A,4380.341599,#N/A,#N/A,30804,423243,4948945,0,0
Centro,Lazio. Abruzzo e Molise,L'Aquila-Teramo,67001,ALBAADRIATICA,2017,12,448644.1236,0,24654.71109,0,0-0,10717,5,4,1,NM,2,#N/A,352.1927073,#N/A,4058.510969,#N/A,#N/A,11565,901218,4752967,0,0
Centro,Sardegna,Nuoro-Oristano,95003,ALBAGIARA,2017,12,28477.07741,0,723.500674,0,0-0,164,215,3,0,T,3,#N/A,1638.077859,#N/A,8420.288832,#N/A,#N/A,277,489289,4405870,0,0
Nord,Lombardia,Milano,15005,ALBAIRATE,2017,12,22554.66825,0,4862.245293,0,0-0,2052,123,5,0,NM,2,#N/A,2656.39939,#N/A,8009.043881,#N/A,#N/A,4621,495816,5030090,0,0
Centro,Campania,Salerno-Sala Consilina,65003,ALBANELLA,2017,12,105714.8156,0,12100.66757,0,0-0,2693,205,3,0,P,3,#N/A,25021.62055,#N/A,110390.1815,#N/A,#N/A,6503,1016932,4500518,0,0
Sud,Puglia e Basilicata,Basilicata,76003,ALBANODILUCANIA,2017,12,30424.81371,0,1757.815574,0,0-0,771,899,1,0,T,3,#N/A,781.0086646,#N/A,5105.782011,#N/A,#N/A,1474,1095616,4518685,0,0
Centro,Lazio. Abruzzo e Molise,Roma Esterna-Rieti,58003,ALBANOLAZIALE,2017,12,1005206.92,0,70216.24532,1,0-1,17245,400,4,0,NM,2,#N/A,963.3301702,#N/A,2309.565256,#N/A,#N/A,38433,802366,4624181,0,0
Nord,Lombardia,Bergamo,16003,ALBANOSANT'ALESSAND,2017,12,65202.81653,0,4910.656874,0,0-0,3436,243,3,0,NM,2,#N/A,716.1450242,#N/A,2636.278408,#N/A,#N/A,8029,560443,5059946,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,2003,ALBANOVERCELLESE,2017,12,10549.65797,0,1313.349746,0,0-0,165,151,5,0,NM,3,#N/A,1859.726354,#N/A,22195.95452,#N/A,#N/A,334,451663,5030574,0,0
Sud,Calabria,Catanzaro-Crotone-Vibo Valentia,2003,ALBANOVERCELLESE,2017,12,138325.5594,0,27789.73217,1,0-0,2680,151,5,0,NM,3,#N/A,1859.726354,#N/A,22195.95452,#N/A,#N/A,334,451663,5030574,0,0
Nord,Lombardia,Pavia,18002,ALBAREDOARNABOLDI,2017,12,1220.173679,0,458.8705014,0,0-0,116,62,5,0,NM,3,#N/A,2076.282602,#N/A,5982.208391,#N/A,#N/A,225,519141,4995915,0,0
Nord,Triveneto,Verona,23002,ALBAREDODADIGE,2017,12,12191.5056,0,2821.533827,0,0-0,535,24,5,0,NM,3,#N/A,2312.059398,#N/A,11618.39493,#N/A,#N/A,5232,679761,5018812,0,0
