area_position,region,province,istat,district,year,mounth,interruption_duration,interruption_duration_range,interruption_number,interruption_number_range,dur_number,client_number,altitude,altitude_range,coastal_region,mountain_region,urbanization,opex,opex_generated,capex,capex_generated,sales,ebitda,population_number,coordX,coordY,start_x,start_y
Nord,Emilia Romagna e Marche,Bologna,37022,CASTIGLIONEDEIPEPO,2017,12,261502.6096,0,20342.96189,0,0-0,4204,691,1,0,T,3,#N/A,18832.18449,#N/A,39425.17483,#N/A,#N/A,5870,674640,4891136,0,0
Centro,Campania,Salerno-Sala Consilina,65036,CASTIGLIONEDELGENO,2017,12,75693.86276,0,5985.067255,0,0-0,540,598,3,0,T,3,#N/A,1855.940631,#N/A,16457.98613,#N/A,#N/A,1356,993628,4525273,0,0
Centro,Toscana e Umbria,Umbria,54009,CASTIGLIONEDELLAGO,2017,12,143357.4638,0,9716.768494,0,0-0,8276,304,3,0,P,3,#N/A,4801.346333,#N/A,18589.26091,#N/A,#N/A,15422,745608,4777082,0,0
Centro,Toscana e Umbria,Siena-Grosseto,53006,CASTIGLIONEDELLAPE,2017,12,316471.2068,0,6742.277833,0,0-0,10148,4,4,1,NM,3,#N/A,2385.207037,#N/A,11853.32977,#N/A,#N/A,7076,655431,4743027,0,0
Nord,Lombardia,Mantova,20017,CASTIGLIONEDELLEST,2017,12,136434.0631,0,10796.37644,0,0-0,9551,116,3,0,NM,2,#N/A,99.06047922,#N/A,4885.932541,#N/A,#N/A,22052,617088,5026318,0,0
Centro,Toscana e Umbria,Lucca-Massa,46010,CASTIGLIONEDIGARFA,2017,12,64275.82768,0,9939.521165,0,0-0,1151,545,1,0,T,3,#N/A,6759.662992,#N/A,13701.03713,#N/A,#N/A,1860,615878,4893525,0,0
Nord,Lombardia,Como-Lecco,13060,CASTIGLIONED'INTELV,2017,12,10535.52858,0,3009.38858,0,0-0,862,650,1,0,T,3,#N/A,308.656644,#N/A,2975.599886,#N/A,#N/A,1057,505552,5088801,0,0
Sud,Sicilia,Catania,87014,CASTIGLIONEDISICIL,2017,12,145722.118,0,6615.605814,0,0-0,1332,621,2,0,T,3,#N/A,30371.4265,#N/A,77904.29773,#N/A,#N/A,3298,1035519,4207505,0,0
Centro,Toscana e Umbria,Siena-Grosseto,52007,CASTIGLIONED'ORCIA,2017,12,194428.3554,0,11234.60519,0,0-0,1991,540,1,0,T,3,#N/A,1499.877279,#N/A,5026.263312,#N/A,#N/A,2453,715289,4762098,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4055,CASTIGLIONEFALLETTO,2017,12,3596.749554,0,97.12016437,0,0-0,367,350,3,0,NM,3,#N/A,617.2365472,#N/A,6117.37904,#N/A,#N/A,708,418627,4942522,0,0
Centro,Lazio. Abruzzo e Molise,Viterbo,56018,CASTIGLIONEINTEVER,2017,12,28294.31629,0,2326.428892,0,0-0,1348,228,3,0,NM,3,#N/A,1090.086399,#N/A,7709.958325,#N/A,#N/A,2385,760899,4727196,0,0
Centro,Lazio. Abruzzo e Molise,Pescara-Chieti,69020,CASTIGLIONEMESSERM,2017,12,54120.29136,0,7229.363673,0,0-0,1040,1000,1,0,T,3,#N/A,2395.726618,#N/A,12621.83908,#N/A,#N/A,1898,951894,4650046,0,0
Centro,Lazio. Abruzzo e Molise,L'Aquila-Teramo,67013,CASTIGLIONEMESSERR,2017,12,181374.3768,0,11545.56792,0,0-0,1018,306,3,0,T,3,#N/A,1241.173128,#N/A,3858.70129,#N/A,#N/A,2364,900046,4719230,0,0
Nord,Lombardia,Varese,12046,CASTIGLIONEOLONA,2017,12,17873.70254,0,4712.406997,0,0-0,3336,307,3,0,NM,2,#N/A,577.1475781,#N/A,4429.508406,#N/A,#N/A,7836,489695,5067094,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4056,CASTIGLIONETINELLA,2017,12,26610.33279,0,2522.154238,0,0-0,477,408,3,0,NM,3,#N/A,358.6000155,#N/A,5324.384653,#N/A,#N/A,871,436096,4953501,0,0
Nord,Piemonte e Liguria,Ivrea,1068,CASTIGLIONETORINESE,2017,12,139024.8254,0,18368.03671,0,0-0,2955,216,3,0,NM,2,#N/A,1334.470086,#N/A,16546.69904,#N/A,#N/A,6363,405967,4996386,0,0
Centro,Toscana e Umbria,Arezzo,51011,CASTIGLIONFIBOCCHI,2017,12,29834.63417,0,528.3693346,0,0-0,1036,300,3,0,P,3,#N/A,19427.23121,#N/A,48856.27012,#N/A,#N/A,2218,722343,4825085,0,0
Centro,Toscana e Umbria,Arezzo,51012,CASTIGLIONFIORENTIN,2017,12,156660.8893,0,14050.19895,0,0-0,6199,345,3,0,P,3,#N/A,12280.05785,#N/A,43359.07534,#N/A,#N/A,13166,737398,4801751,0,0
Nord,Emilia Romagna e Marche,Ascoli Piceno,44012,CASTIGNANO,2017,12,79911.19528,0,4328.9754,0,0-0,1355,475,3,0,T,3,#N/A,10495.4045,#N/A,17583.81477,#N/A,#N/A,2947,877491,4764336,0,0
Centro,Lazio. Abruzzo e Molise,L'Aquila-Teramo,67014,CASTILENTI,2017,12,91193.91623,0,7270.944171,0,0-0,659,272,3,0,T,3,#N/A,672.1744748,#N/A,2680.351825,#N/A,#N/A,1551,905889,4721321,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4057,CASTINO,2017,12,7619.109111,0,410.1619174,0,0-0,403,540,3,0,T,3,#N/A,1641.321929,#N/A,7116.171131,#N/A,#N/A,500,433478,4941807,0,0
Nord,Lombardia,Sondrio,14015,CASTIONEANDEVENNO,2017,12,55548.49507,0,859.8253084,0,0-0,1087,468,1,0,T,3,#N/A,492.2778362,#N/A,7812.17454,#N/A,#N/A,1562,562301,5115044,0,0
Nord,Lombardia,Bergamo,16064,CASTIONEDELLAPRESO,2017,12,484457.8611,0,19311.61703,0,0-0,6989,870,1,0,T,3,#N/A,142.2202162,#N/A,9553.137081,#N/A,#N/A,3455,582163,5085745,0,0
Nord,Triveneto,Udine-Monfalcone,30020,CASTIONSDISTRADA,2017,12,25538.93401,0,6401.169244,0,0-0,1741,23,5,0,NM,3,#N/A,100.2615741,#N/A,686.2754372,#N/A,#N/A,3866,824694,5090533,0,0
Nord,Lombardia,Lodi-Cremona,98015,CASTIRAGAVIDARDO,2017,12,19062.82941,0,5446.599799,0,0-0,1099,65,5,0,NM,2,#N/A,1472.172822,#N/A,2874.411947,#N/A,#N/A,2624,531294,5012481,0,0
Nord,Emilia Romagna e Marche,Ascoli Piceno,44013,CASTORANO,2017,12,56290.81785,0,3970.789106,0,0-0,948,280,4,0,NM,3,#N/A,3233.229128,#N/A,18263.30576,#N/A,#N/A,2322,886661,4760291,0,0
Nord,Lombardia,Brescia-Breno,17045,CASTREZZATO,2017,12,3676.605834,0,7173.23,0,0-0,2735,125,5,0,NM,2,#N/A,2332.648787,#N/A,4322.692278,#N/A,#N/A,7083,576792,5040132,0,0
Sud,Puglia e Basilicata,Lecce-Maglie,75017,CASTRIDILECCE,2017,12,105053.7747,0,7753.723459,0,0-0,1419,47,5,0,NM,3,#N/A,48972.79983,#N/A,250172.7217,#N/A,#N/A,2975,1288491,4500374,0,0
Sud,Puglia e Basilicata,Lecce-Maglie,75018,CASTRIGNANODE'GREC,2017,12,219727.0015,0,7430.583585,0,0-0,1868,90,5,0,NM,2,#N/A,3365.676452,#N/A,39164.99942,#N/A,#N/A,4070,1293142,4488926,0,0
Sud,Puglia e Basilicata,Lecce-Maglie,75019,CASTRIGNANODELCAPO,2017,12,133800.345,0,8524.224947,0,0-0,4581,121,5,1,NM,2,#N/A,165.2892181,#N/A,476.1332575,#N/A,#N/A,5334,1300654,4450222,0,0
Nord,Lombardia,Brescia-Breno,16065,CASTRO,2017,12,9584.835149,0,2591.50457,0,0-0,758,200,1,0,T,2,#N/A,512.3446192,#N/A,1609.096968,#N/A,#N/A,1383,582702,5072617,0,0
Sud,Puglia e Basilicata,Lecce-Maglie,75096,CASTRO,2017,12,69744.84745,0,4124.785452,0,0-0,1700,89,5,1,NM,3,#N/A,173.574114,#N/A,947.7708442,#N/A,#N/A,2473,1304856,4471687,0,0
Nord,Emilia Romagna e Marche,Forli'-Ravenna,40005,CASTROCAROTERMEET,2017,12,71731.76757,0,7679.621071,0,0-0,3247,68,3,0,NM,2,#N/A,4060.620335,#N/A,21653.38659,#N/A,#N/A,6512,734667,4895353,0,0
Centro,Lazio. Abruzzo e Molise,Frosinone,60022,CASTROCIELO,2017,12,68445.22119,0,2884.053077,0,0-0,1637,250,3,0,P,3,#N/A,128.0995711,#N/A,1653.524272,#N/A,#N/A,3969,891483,4606188,0,0
Centro,Lazio. Abruzzo e Molise,Frosinone,60023,CASTRODEIVOLSCI,2017,12,147007.6149,0,7888.86008,0,0-0,2067,385,3,0,T,3,#N/A,2449.860471,#N/A,4675.777238,#N/A,#N/A,4903,868631,4604383,0,0
Sud,Sicilia,Agrigento,84013,CASTROFILIPPO,2017,12,37465.72803,0,4990.253828,0,0-0,1578,470,3,0,NM,3,#N/A,20170.30448,#N/A,38295.96248,#N/A,#N/A,3020,921120,4145014,0,0
Sud,Calabria,Cosenza-Castrovillari,78031,CASTROLIBERO,2017,12,222707.2682,0,39122.20004,1,0-1,3902,559,3,0,NM,2,#N/A,227261.3483,#N/A,457267.2924,#N/A,#N/A,9967,1121591,4376233,0,0
Nord,Lombardia,Varese,12047,CASTRONNO,2017,12,27660.17164,0,2515.917163,0,0-0,2161,325,3,0,NM,2,#N/A,315.4379794,#N/A,2545.971668,#N/A,#N/A,5248,485356,5066771,0,0
Sud,Sicilia,Palermo,82025,CASTRONOVODISICILI,2017,12,200650.7997,0,7028.688267,0,0-0,1991,660,1,0,T,3,#N/A,15176.30385,#N/A,33388.38484,#N/A,#N/A,3175,905561,4182416,0,0
Sud,Puglia e Basilicata,Basilicata,76026,CASTRONUOVODISANT',2017,12,26197.61586,0,2212.379524,0,0-0,822,650,1,0,T,3,#N/A,3093.827713,#N/A,5341.829146,#N/A,#N/A,1138,1111144,4472920,0,0
Centro,Lazio. Abruzzo e Molise,Molise,70016,CASTROPIGNANO,2017,12,84459.2438,0,4303.730097,0,0-0,663,619,1,0,T,3,#N/A,234.0697498,#N/A,470.4067385,#N/A,#N/A,1029,963484,4622620,0,0
Sud,Sicilia,Messina,83016,CASTROREALE,2017,12,99333.9961,0,8718.094021,0,0-0,1510,394,4,0,P,3,#N/A,3940.757181,#N/A,48134.00133,#N/A,#N/A,2548,1046383,4231503,0,0
Sud,Calabria,Cosenza-Castrovillari,78032,CASTROREGIO,2017,12,42894.20151,0,817.0567957,0,0-0,302,819,3,0,T,3,#N/A,523.5592392,#N/A,20502.08185,#N/A,#N/A,345,1136761,4453881,0,0
Sud,Calabria,Cosenza-Castrovillari,78033,CASTROVILLARI,2017,12,327835.5375,0,47151.09729,1,0-1,10643,362,3,0,T,2,#N/A,21633.79567,#N/A,36593.55895,#N/A,#N/A,22515,1119812,4432196,0,0
Sud,Sicilia,Catania,87015,CATANIA,2017,12,7835270.466,3,33940.12646,1,3-1,140928,7,5,1,NM,1,#N/A,139901.2642,#N/A,411396.0166,#N/A,#N/A,293902,1034256,4161220,0,0
Sud,Calabria,Catanzaro-Crotone-Vibo Valentia,79023,CATANZARO,2017,12,1452704.633,1,23218.17911,0,1-0,41596,320,4,1,NM,1,#N/A,20708.6639,#N/A,364149.899,#N/A,#N/A,89364,1159823,4332360,0,0
Sud,Sicilia,Caltanissetta-Enna,86006,CATENANUOVA,2017,12,120650.9551,0,11901.52669,0,0-0,1975,170,3,0,NM,3,#N/A,2205.008365,#N/A,23732.70599,#N/A,#N/A,4999,1003162,4173699,0,0
Centro,Lazio. Abruzzo e Molise,Pescara-Chieti,68010,CATIGNANO,2017,12,109367.9944,0,14826.86326,0,0-0,706,355,3,0,NM,3,#N/A,9696.676492,#N/A,17806.88305,#N/A,#N/A,1449,909168,4700893,0,0
Nord,Emilia Romagna e Marche,Rimini,99002,CATTOLICA,2017,12,81062.12233,0,20293.6593,0,0-0,10176,12,5,1,NM,2,#N/A,1459.252889,#N/A,3758.756788,#N/A,#N/A,16550,799785,4874319,0,0
Sud,Sicilia,Agrigento,84014,CATTOLICAERACLEA,2017,12,260962.3244,0,23675.04484,0,0-0,2304,180,4,1,NM,3,#N/A,9283.298872,#N/A,61058.95218,#N/A,#N/A,3975,887556,4151562,0,0
Sud,Calabria,Reggio Calabria,80025,CAULONIA,2017,12,244272.3872,0,18297.64687,0,0-0,4380,300,4,1,P,3,#N/A,6226.724201,#N/A,30071.90258,#N/A,#N/A,7060,1146692,4275803,0,0
Centro,Campania,Benevento,62021,CAUTANO,2017,12,66737.65928,0,7048.785508,0,0-0,885,385,1,0,T,3,#N/A,2276.473464,#N/A,27260.1964,#N/A,#N/A,2091,971727,4570676,0,0
Nord,Lombardia,Lodi-Cremona,98016,CAVACURTA,2017,12,4197.185517,0,400.954807,0,0-0,365,60,5,0,NM,3,#N/A,1.13338972,#N/A,1706.768891,#N/A,#N/A,853,558048,5004357,0,0
Centro,Campania,Salerno-Sala Consilina,65037,CAVADE'TIRRENI,2017,12,332612.2425,0,17056.46899,0,0-0,20826,180,4,0,P,2,#N/A,23155.00217,#N/A,187083.481,#N/A,#N/A,53885,982047,4522436,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,96016,CAVAGLIA',2017,12,37183.80887,0,6363.895297,0,0-0,1823,271,3,0,NM,3,#N/A,163.6553542,#N/A,3930.260825,#N/A,#N/A,3625,430411,5028258,0,0
Nord,Piemonte e Liguria,Novara-Verbania,3044,CAVAGLIETTO,2017,12,7622.300839,0,269.0852261,0,0-0,195,233,3,0,NM,3,#N/A,1763.068142,#N/A,15449.74574,#N/A,#N/A,407,460956,5049864,0,0
Nord,Piemonte e Liguria,Novara-Verbania,3044,CAVAGLIETTO,2017,12,7679.903331,0,4118.696879,0,0-0,1281,233,3,0,NM,3,#N/A,1763.068142,#N/A,15449.74574,#N/A,#N/A,407,460956,5049864,0,0
Nord,Piemonte e Liguria,Novara-Verbania,3045,CAVAGLIOD'AGOGNA,2017,12,2470.296618,0,2236.436813,0,0-0,571,243,3,0,NM,3,#N/A,12569.38316,#N/A,29057.24274,#N/A,#N/A,1280,459040,5051089,0,0
Nord,Piemonte e Liguria,Novara-Verbania,3045,CAVAGLIOD'AGOGNA,2017,12,23159.93596,0,841.5595895,0,0-0,432,243,3,0,NM,3,#N/A,12569.38316,#N/A,29057.24274,#N/A,#N/A,1280,459040,5051089,0,0
Nord,Piemonte e Liguria,Ivrea,1069,CAVAGNOLO,2017,12,28310.66601,0,17923.57089,0,0-0,1197,177,3,0,NM,3,#N/A,8896.427371,#N/A,15141.86775,#N/A,#N/A,2309,424154,4999798,0,0
Nord,Triveneto,Verona,23023,CAVAIONVERONESE,2017,12,82333.48982,0,9717.808007,0,0-0,2926,190,3,0,NM,2,#N/A,2834.085502,#N/A,9435.230474,#N/A,#N/A,5471,638915,5043684,0,0
Nord,Lombardia,Como-Lecco,13061,CAVALLASCA,2017,12,19569.45632,0,2408.698878,0,0-0,1313,400,3,0,NM,2,#N/A,12082.70227,#N/A,128190.5569,#N/A,#N/A,2914,502286,5073552,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4058,CAVALLERLEONE,2017,12,14191.48279,0,2182.976172,0,0-0,313,270,5,0,NM,3,#N/A,4738.343968,#N/A,8598.915309,#N/A,#N/A,652,393115,4954603,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4059,CAVALLERMAGGIORE,2017,12,90639.35032,0,17542.51532,0,0-0,2535,285,5,0,NM,3,#N/A,3270.992748,#N/A,9717.530516,#N/A,#N/A,5472,397008,4951547,0,0
Sud,Puglia e Basilicata,Lecce-Maglie,75020,CAVALLINO,2017,12,255486.6058,0,28148.06697,1,0-1,5602,36,5,0,NM,2,#N/A,45628.38961,#N/A,194236.7565,#N/A,#N/A,11913,1282399,4501583,0,0
Nord,Triveneto,Venezia,27044,CAVALLINO-TREPORTI,2017,12,397274.1683,0,32817.55695,1,0-1,8948,2,5,1,NM,2,#N/A,2462.578587,#N/A,5781.412255,#N/A,#N/A,13162,773377,5041326,0,0
Nord,Piemonte e Liguria,Novara-Verbania,3047,CAVALLIRIO,2017,12,36010.86772,0,2718.028086,0,0-0,619,367,3,0,NM,3,#N/A,441.8475555,#N/A,10276.70686,#N/A,#N/A,1249,453601,5056885,0,0
Nord,Piemonte e Liguria,Novara-Verbania,3047,CAVALLIRIO,2017,12,0,0,0,0,0-0,310,367,3,0,NM,3,#N/A,441.8475555,#N/A,10276.70686,#N/A,#N/A,1249,453601,5056885,0,0
Nord,Lombardia,Pavia,18041,CAVAMANARA,2017,12,168392.8743,0,18290.07328,0,0-0,2904,79,5,0,NM,2,#N/A,4397.566448,#N/A,8429.750045,#N/A,#N/A,6586,509423,4997291,0,0
Nord,Lombardia,Como-Lecco,13062,CAVARGNA,2017,12,78851.81909,0,759.1411013,0,0-0,237,1071,1,0,T,3,#N/A,408.4716934,#N/A,2967.108918,#N/A,#N/A,242,507916,5106104,0,0
Nord,Lombardia,Varese,12048,CAVARIACONPREMEZZO,2017,12,33939.44881,0,2154.46383,0,0-0,2331,268,3,0,NM,2,#N/A,1390.556196,#N/A,12568.31814,#N/A,#N/A,5713,484221,5060215,0,0
Nord,Triveneto,Venezia,27006,CAVARZERE,2017,12,519230.2501,0,33996.36408,1,0-1,6145,4,5,0,NM,2,#N/A,2682.783598,#N/A,12748.91325,#N/A,#N/A,14816,745423,5001661,0,0
Nord,Triveneto,Treviso,26014,CAVASODELTOMBA,2017,12,122903.1166,0,4324.520347,0,0-0,1370,248,3,0,P,3,#N/A,786.006113,#N/A,2848.644883,#N/A,#N/A,2996,725694,5083386,0,0
Nord,Triveneto,Pordenone,93012,CAVASSONUOVO,2017,12,252.2474434,0,1001.496007,0,0-0,750,300,3,0,T,3,#N/A,452.6223238,#N/A,1247.139476,#N/A,#N/A,1606,791812,5122234,0,0
Nord,Piemonte e Liguria,Alessandria-Asti,6055,CAVATORE,2017,12,0,0,0.891010682,0,0-0,232,516,3,0,T,3,#N/A,1029.387525,#N/A,7645.346952,#N/A,#N/A,301,457007,4942422,0,0
Nord,Triveneto,Udine-Monfalcone,30021,CAVAZZOCARNICO,2017,12,9759.09341,0,3349.309155,0,0-0,631,280,1,0,T,3,#N/A,784.2203102,#N/A,1427.960433,#N/A,#N/A,1087,810103,5141479,0,0
Centro,Lazio. Abruzzo e Molise,Roma Esterna-Rieti,58026,CAVE,2017,12,808752.1701,0,41486.79389,1,0-1,4639,399,3,0,NM,2,#N/A,260.0226293,#N/A,4046.590145,#N/A,#N/A,10421,826682,4636423,0,0
Nord,Lombardia,Lodi-Cremona,98017,CAVENAGOD'ADDA,2017,12,102571.0644,0,13221.70752,0,0-0,1024,73,5,0,NM,3,#N/A,1135.776513,#N/A,1998.095942,#N/A,#N/A,2259,546505,5014466,0,0
Nord,Lombardia,Bergamo,16066,CAVERNAGO,2017,12,7633.995431,0,1374.829483,0,0-0,1047,199,5,0,NM,2,#N/A,634.8302541,#N/A,2160.648047,#N/A,#N/A,2508,559217,5052465,0,0
Nord,Emilia Romagna e Marche,Reggio Emilia-Modena,36009,CAVEZZO,2017,12,28489.03693,0,4314.125222,0,0-0,3248,24,5,0,NM,2,#N/A,1399.82658,#N/A,2759.397024,#N/A,#N/A,7196,658299,4967309,0,0
Nord,Piemonte e Liguria,Rivoli,1070,CAVOUR,2017,12,66474.68864,0,3128.932513,0,0-0,2842,300,5,0,NM,3,#N/A,534.6201044,#N/A,6297.506198,#N/A,#N/A,5568,372624,4961604,0,0
Nord,Emilia Romagna e Marche,Reggio Emilia-Modena,35017,CAVRIAGO,2017,12,138607.2515,0,4778.193286,0,0-0,4596,78,5,0,NM,2,#N/A,7081.588613,#N/A,18850.20964,#N/A,#N/A,9698,621037,4951325,0,0
Nord,Lombardia,Mantova,20018,CAVRIANA,2017,12,47842.08652,0,3520.977213,0,0-0,1687,170,3,0,NM,3,#N/A,2270.580116,#N/A,4400.126912,#N/A,#N/A,3911,625802,5022940,0,0
Centro,Toscana e Umbria,Arezzo,51013,CAVRIGLIA,2017,12,78795.68,0,6321.572289,0,0-0,4457,281,3,0,P,3,#N/A,1466.09095,#N/A,7365.882912,#N/A,#N/A,9458,699493,4823500,0,0
Nord,Lombardia,Varese,12049,CAZZAGOBRABBIA,2017,12,3400.098734,0,431.2491702,0,0-0,381,265,3,0,NM,2,#N/A,3793.478157,#N/A,8301.242558,#N/A,#N/A,828,479367,5072038,0,0
Nord,Lombardia,Brescia-Breno,17046,CAZZAGOSANMARTINO,2017,12,51653.33786,0,4401.889774,0,0-0,4561,200,5,0,NM,2,#N/A,2108.62219,#N/A,3903.181783,#N/A,#N/A,10959,580867,5047529,0,0
Nord,Triveneto,Verona,23024,CAZZANODITRAMIGNA,2017,12,15753.90308,0,1022.434758,0,0-0,780,100,3,0,NM,3,#N/A,77.01727591,#N/A,9226.517885,#N/A,#N/A,1555,672905,5039147,0,0
Nord,Lombardia,Bergamo,16067,CAZZANOSANT'ANDREA,2017,12,5880.235462,0,1128.316527,0,0-0,711,504,1,0,T,2,#N/A,2752.143484,#N/A,5986.363475,#N/A,#N/A,1594,568585,5073737,0,0
Centro,Lazio. Abruzzo e Molise,Frosinone,60024,CECCANO,2017,12,281563.0117,0,21606.86054,0,0-0,8817,200,3,0,P,2,#N/A,415.5572382,#N/A,3926.230387,#N/A,#N/A,23098,861259,4610892,0,0
Nord,Lombardia,Pavia,18042,CECIMA,2017,12,38175.91907,0,1821.522838,0,0-0,224,331,3,0,T,3,#N/A,5455.085169,#N/A,10671.08563,#N/A,#N/A,233,505966,4965990,0,0
Centro,Toscana e Umbria,Livorno-Pisa,49007,CECINA,2017,12,299607.0238,0,10253.52818,0,0-0,16535,15,4,1,NM,2,#N/A,7983.617641,#N/A,15907.72259,#N/A,#N/A,27992,623313,4797076,0,0
Nord,Lombardia,Sondrio,14016,CEDRASCO,2017,12,6770.904217,0,398.281775,0,0-0,277,287,1,0,T,3,#N/A,4439.383982,#N/A,8710.79517,#N/A,#N/A,455,561286,5106882,0,0
Sud,Sicilia,Palermo,82026,CEFALA'DIANA,2017,12,36198.56152,0,2977.015191,0,0-0,554,563,3,0,NM,3,#N/A,1091.08089,#N/A,15533.27142,#N/A,#N/A,1007,892638,4205769,0,0
Sud,Sicilia,Palermo,82027,CEFALU',2017,12,420828.5918,0,26436.5097,1,0-1,10377,16,4,1,P,2,#N/A,1439.032806,#N/A,14848.26391,#N/A,#N/A,14354,941317,4217909,0,0
Nord,Triveneto,Venezia,27007,CEGGIA,2017,12,68245.64357,0,10315.82468,0,0-0,2546,2,5,0,NM,3,#N/A,2545.968215,#N/A,6967.366643,#N/A,#N/A,6213,784227,5065598,0,0
Sud,Puglia e Basilicata,Brindisi,74003,CEGLIEMESSAPICA,2017,12,1274799.652,0,47306.57866,1,0-1,12477,298,4,0,NM,2,#N/A,967.8677941,#N/A,14889.79858,#N/A,#N/A,20209,1220416,4534377,0,0
Centro,Lazio. Abruzzo e Molise,L'Aquila-Teramo,66032,CELANO,2017,12,120550.6238,0,15900.82814,0,0-0,4804,800,1,0,T,2,#N/A,104.6836184,#N/A,359.1432936,#N/A,#N/A,10828,877855,4668624,0,0
Centro,Lazio. Abruzzo e Molise,Pescara-Chieti,69021,CELENZASULTRIGNO,2017,12,37144.96567,0,2969.293099,0,0-0,603,646,3,0,T,3,#N/A,5054.909282,#N/A,38053.11755,#N/A,#N/A,974,963485,4652103,0,0
Sud,Puglia e Basilicata,Foggia-Barletta,71018,CELENZAVALFORTORE,2017,12,147172.134,0,13259.12996,0,0-0,994,480,3,0,T,3,#N/A,2871.197272,#N/A,6518.701585,#N/A,#N/A,1724,1000701,4618833,0,0
Sud,Calabria,Cosenza-Castrovillari,78034,CELICO,2017,12,92877.50864,0,7576.263832,0,0-0,865,750,1,0,T,3,#N/A,64135.75633,#N/A,411837.0813,#N/A,#N/A,2883,1141547,4386563,0,0
Sud,Calabria,Cosenza-Castrovillari,78034,CELICO,2017,12,74148.63744,0,3054.087615,0,0-0,360,750,1,0,T,3,#N/A,64135.75633,#N/A,411837.0813,#N/A,#N/A,2883,1141547,4386563,0,0
Nord,Lombardia,Lodi-Cremona,19028,CELLADATI,2017,12,15787.90192,0,842.8961055,0,0-0,271,34,5,0,NM,3,#N/A,507.7576643,#N/A,2739.152225,#N/A,#N/A,553,595661,4993410,0,0
Sud,Puglia e Basilicata,Bari,72018,CELLAMARE,2017,12,43314.38683,0,8155.569277,0,0-0,2199,110,5,0,NM,2,#N/A,571.847447,#N/A,1210.299322,#N/A,#N/A,5491,1167239,4571213,0,0
Nord,Piemonte e Liguria,Alessandria-Asti,6056,CELLAMONTE,2017,12,9915.500702,0,2045.760527,0,0-0,309,268,3,0,NM,3,#N/A,3341.804643,#N/A,5789.196663,#N/A,#N/A,528,451634,4990593,0,0
Sud,Calabria,Cosenza-Castrovillari,78035,CELLARA,2017,12,2731.248774,0,1294.193016,0,0-0,242,750,1,0,T,3,#N/A,135172.5133,#N/A,256187.3319,#N/A,#N/A,511,1135050,4366606,0,0
Nord,Piemonte e Liguria,Alessandria-Asti,5033,CELLARENGO,2017,12,9115.663735,0,335.9110272,0,0-0,371,321,3,0,NM,3,#N/A,15.83145812,#N/A,1373.92376,#N/A,#N/A,714,415409,4969626,0,0
Nord,Lombardia,Brescia-Breno,17048,CELLATICA,2017,12,16556.0613,0,2064.174747,0,0-0,2268,170,3,0,NM,2,#N/A,113196.2801,#N/A,312300.9654,#N/A,#N/A,4945,592022,5048068,0,0
Centro,Campania,Salerno-Sala Consilina,65038,CELLEDIBULGHERIA,2017,12,113057.5186,0,5615.14932,0,0-0,958,234,3,0,T,3,#N/A,9601.280935,#N/A,20112.01304,#N/A,#N/A,1968,1044936,4458718,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4060,CELLEDIMACRA,2017,12,0,0,0,0,0-0,224,1270,1,0,T,3,#N/A,4252.690398,#N/A,28852.9546,#N/A,#N/A,93,354946,4924597,0,0
Sud,Puglia e Basilicata,Foggia-Barletta,71019,CELLEDISANVITO,2017,12,41882.44893,0,3983.560259,0,0-0,175,726,1,0,T,3,#N/A,3070.176665,#N/A,6108.22458,#N/A,#N/A,172,1018908,4592895,0,0
Nord,Piemonte e Liguria,Alessandria-Asti,5034,CELLEENOMONDO,2017,12,0,0,261.9571406,0,0-0,248,234,3,0,NM,3,#N/A,104.3389926,#N/A,1675.411961,#N/A,#N/A,480,430230,4967806,0,0
Nord,Emilia Romagna e Marche,Ascoli Piceno,9022,CELLELIGURE,2017,12,33244.3207,0,1935.1267,0,0-0,1155,4,4,1,P,2,#N/A,6099.641097,#N/A,16820.68914,#N/A,#N/A,5353,463133,4911382,0,0
Nord,Piemonte e Liguria,Savona-Imperia,9022,CELLELIGURE,2017,12,262804.4688,0,21198.62915,0,0-0,5480,4,4,1,P,2,#N/A,6099.641097,#N/A,16820.68914,#N/A,#N/A,5353,463133,4911382,0,0
Centro,Lazio. Abruzzo e Molise,Viterbo,56019,CELLENO,2017,12,34252.69232,0,2788.120927,0,0-0,771,407,3,0,NM,3,#N/A,1267.852483,#N/A,4655.818168,#N/A,#N/A,1343,756682,4716887,0,0
Centro,Lazio. Abruzzo e Molise,Viterbo,56020,CELLERE,2017,12,14666.21765,0,1043.819014,0,0-0,827,344,3,0,NM,3,#N/A,2852.512152,#N/A,5029.337883,#N/A,#N/A,1230,727528,4710061,0,0
Centro,Lazio. Abruzzo e Molise,L'Aquila-Teramo,67015,CELLINOATTANASIO,2017,12,168672.7624,0,9719.441526,0,0-0,1076,443,3,0,T,3,#N/A,26.75655588,#N/A,102.8731529,#N/A,#N/A,2590,898595,4726582,0,0
